Coaxial Probe Method (Opt. 004) 20.0.22083101
Keysight Technologies,P9371A,MY57211749,A.17.25.05

Ch 1
Port:, 1
Probe:, High temperature
Std1:, Air
Std2:, Short
Std3:, 25.0C water
IFBW:, 300.000000 Hz
Power:, -5.000000 dBm
Date:,"Tuesday, February 27, 2024 18:27:40"
frequency(Hz),e',e''
3e+008,13.3215,3.26503
3.01e+008,13.3129,3.26081
3.02e+008,13.3121,3.25341
3.03e+008,13.3051,3.25256
3.04e+008,13.2977,3.24989
3.05e+008,13.2986,3.24871
3.06e+008,13.2865,3.24484
3.07e+008,13.2892,3.23788
3.08e+008,13.2799,3.2338
3.09e+008,13.2686,3.23337
3.1e+008,13.2654,3.22061
3.11e+008,13.2572,3.21928
3.12e+008,13.2514,3.21607
3.13e+008,13.2483,3.21477
3.14e+008,13.2445,3.20829
3.15e+008,13.2354,3.20324
3.16e+008,13.2408,3.20225
3.17e+008,13.2254,3.19838
3.18e+008,13.2266,3.19454
3.19e+008,13.2169,3.18305
3.2e+008,13.2153,3.18743
3.21e+008,13.2068,3.18446
3.22e+008,13.2017,3.16969
3.23e+008,13.1935,3.1751
3.24e+008,13.1907,3.17177
3.25e+008,13.1823,3.1691
3.26e+008,13.1814,3.16282
3.27e+008,13.1727,3.15513
3.28e+008,13.171,3.15363
3.29e+008,13.1652,3.14709
3.3e+008,13.1543,3.14545
3.31e+008,13.1557,3.1484
3.32e+008,13.1501,3.13683
3.33e+008,13.1384,3.13724
3.34e+008,13.1319,3.1293
3.35e+008,13.1298,3.12921
3.36e+008,13.1235,3.12129
3.37e+008,13.1237,3.11804
3.38e+008,13.1128,3.11184
3.39e+008,13.1069,3.10955
3.4e+008,13.1025,3.10525
3.41e+008,13.0981,3.10382
3.42e+008,13.0942,3.09777
3.43e+008,13.0899,3.10056
3.44e+008,13.0817,3.09091
3.45e+008,13.0785,3.08373
3.46e+008,13.0676,3.0902
3.47e+008,13.0702,3.08078
3.48e+008,13.066,3.07577
3.49e+008,13.0658,3.07419
3.5e+008,13.0559,3.06919
3.51e+008,13.0482,3.07011
3.52e+008,13.0463,3.06086
3.53e+008,13.0475,3.06507
3.54e+008,13.038,3.05991
3.55e+008,13.0279,3.05915
3.56e+008,13.027,3.04794
3.57e+008,13.0251,3.0482
3.58e+008,13.023,3.04197
3.59e+008,13.0186,3.03403
3.6e+008,13.0141,3.03783
3.61e+008,13.0144,3.03249
3.62e+008,13.0067,3.02462
3.63e+008,13.0007,3.02137
3.64e+008,13.0023,3.02352
3.65e+008,12.992,3.02366
3.66e+008,12.9961,3.01357
3.67e+008,12.9921,3.0137
3.68e+008,12.9869,3.01024
3.69e+008,12.9853,3.00372
3.7e+008,12.9849,3.00412
3.71e+008,12.9758,2.99938
3.72e+008,12.9729,2.98817
3.73e+008,12.9741,2.98558
3.74e+008,12.9713,2.9873
3.75e+008,12.9688,2.98251
3.76e+008,12.9675,2.98418
3.77e+008,12.9591,2.98439
3.78e+008,12.9583,2.98152
3.79e+008,12.9574,2.97513
3.8e+008,12.9533,2.97139
3.81e+008,12.9592,2.97201
3.82e+008,12.9494,2.96703
3.83e+008,12.9528,2.96179
3.84e+008,12.9488,2.95804
3.85e+008,12.948,2.95751
3.86e+008,12.945,2.955
3.87e+008,12.939,2.95382
3.88e+008,12.9422,2.95007
3.89e+008,12.9421,2.9431
3.9e+008,12.9396,2.94792
3.91e+008,12.9364,2.94071
3.92e+008,12.9367,2.94154
3.93e+008,12.9346,2.93282
3.94e+008,12.9316,2.93576
3.95e+008,12.9307,2.93093
3.96e+008,12.9332,2.92804
3.97e+008,12.9289,2.9303
3.98e+008,12.9278,2.91865
3.99e+008,12.9288,2.9186
4e+008,12.9343,2.91745
4.01e+008,12.9254,2.92
4.02e+008,12.9255,2.91593
4.03e+008,12.9206,2.90959
4.04e+008,12.9263,2.9058
4.05e+008,12.9254,2.91223
4.06e+008,12.9197,2.90153
4.07e+008,12.9211,2.89913
4.08e+008,12.9256,2.89992
4.09e+008,12.9206,2.89793
4.1e+008,12.9157,2.89346
4.11e+008,12.9177,2.89316
4.12e+008,12.9147,2.88715
4.13e+008,12.9138,2.88292
4.14e+008,12.9132,2.88137
4.15e+008,12.9053,2.88432
4.16e+008,12.908,2.88041
4.17e+008,12.9048,2.87528
4.18e+008,12.9052,2.87262
4.19e+008,12.9057,2.87421
4.2e+008,12.9013,2.86807
4.21e+008,12.9032,2.86985
4.22e+008,12.8998,2.86446
4.23e+008,12.8997,2.86347
4.24e+008,12.8922,2.85968
4.25e+008,12.8923,2.86081
4.26e+008,12.8916,2.85725
4.27e+008,12.887,2.85452
4.28e+008,12.8869,2.85281
4.29e+008,12.8845,2.85292
4.3e+008,12.8798,2.84572
4.31e+008,12.8758,2.8449
4.32e+008,12.8735,2.84384
4.33e+008,12.8734,2.84146
4.34e+008,12.8695,2.84178
4.35e+008,12.869,2.83256
4.36e+008,12.8635,2.82908
4.37e+008,12.8567,2.83513
4.38e+008,12.8594,2.82985
