Freq_Hz_,S11_REAL,S11_IMAG
300000000,33.0830068122053,-38.5042574747481
301000000,32.999625084027,-38.0882014994895
302000000,32.8314366997649,-37.7075960777541
303000000,32.7406419635332,-37.3221190050341
304000000,32.6734305862262,-36.9914050053973
305000000,32.6186769810559,-36.5285203844193
306000000,32.4552501515425,-36.1720620879336
307000000,32.3930137732051,-35.7826492720344
308000000,32.3048365341814,-35.3878054726895
309000000,32.2435107447908,-34.9962482672673
310000000,32.1030553121983,-34.5747346149018
311000000,32.0613534444639,-34.07256705232
312000000,31.9342534823277,-33.8149160072064
313000000,31.9478055809874,-33.4022990183787
314000000,31.8403021106603,-33.0002349510688
315000000,31.7152837038213,-32.6330048735465
316000000,31.6505590038917,-32.2232525448554
317000000,31.4923923931157,-31.7947882925294
318000000,31.5231975447483,-31.4138799950415
319000000,31.4548788157832,-30.9558379314436
320000000,31.4170440576441,-30.5352613954333
321000000,31.267187088187,-30.2164082947933
322000000,31.2935693437643,-29.7950211668354
323000000,31.2464431676511,-29.3933156391358
324000000,31.1801995825608,-28.9748894110901
325000000,31.1821347999886,-28.5642918453299
326000000,31.0620768824272,-28.2212447775534
327000000,31.0134194868396,-27.8402006087233
328000000,30.9834002508288,-27.4858201873715
329000000,30.9282034475656,-27.0580900984424
330000000,30.799948845638,-26.6564913958651
331000000,30.8153305288163,-26.2545834870514
332000000,30.7737256212871,-25.776445034229
333000000,30.7395539230922,-25.5088533610734
334000000,30.6920247789093,-25.159938020239
335000000,30.6541732655657,-24.7237446290433
336000000,30.5836367613987,-24.3258447291342
337000000,30.551210236069,-23.948569057246
338000000,30.5321645853804,-23.5567283786013
339000000,30.4301167942936,-23.1387450328055
340000000,30.3499857281314,-22.7751358738238
341000000,30.2971629286228,-22.3422391244334
342000000,30.2438669547223,-21.9007339937467
343000000,30.2415699573837,-21.4685024034167
344000000,30.2553339398057,-21.0571732503459
345000000,30.193819382827,-20.6029193304326
346000000,30.199156854085,-20.2642413215489
347000000,30.2082705092221,-19.8175806989612
348000000,30.1066569714646,-19.4314566830939
349000000,30.1642274223031,-18.9827490858358
350000000,30.0781814632992,-18.4468590766651
351000000,30.1940571152847,-18.1235531578367
352000000,30.2190317521563,-17.6576097412972
353000000,30.3341823431034,-17.3533281893729
354000000,30.3168205199378,-16.9671744226996
355000000,30.2879757875201,-16.5630308387399
356000000,30.2985669242546,-16.1553419435703
357000000,30.3628692400994,-15.7301379560558
358000000,30.422975760901,-15.2960341540462
359000000,30.5011322246316,-14.9556353998265
360000000,30.5999993437681,-14.617615431733
361000000,30.6346445274704,-14.2854332433589
362000000,30.6428813460077,-13.9117755870734
363000000,30.714721215152,-13.6224622437598
364000000,30.7440182030577,-13.1982110344137
365000000,30.7773814928707,-12.9339260798407
366000000,30.7802615883685,-12.6183133077182
367000000,30.7918845297134,-12.2374931554904
368000000,30.7497270305146,-11.9196578378973
369000000,30.7421825900882,-11.5450281142961
370000000,30.8048165741153,-11.1825674999789
371000000,30.7659561977699,-10.8087681465015
372000000,30.8158197179671,-10.4203484951543
373000000,30.9104289613248,-10.1076486798768
374000000,30.9385955670465,-9.76144545534521
375000000,30.9329479159773,-9.489847362627
376000000,30.9482180734196,-9.11507818481424
377000000,30.9827130129254,-8.7678532414526
378000000,31.0112980687193,-8.48473049047629
379000000,30.9956204364661,-8.09023646997017
380000000,31.0055308153341,-7.75493862306698
381000000,31.0655093241665,-7.4085654320064
382000000,31.082058381098,-7.06665279004672
383000000,31.0790826317686,-6.67072257536588
384000000,31.1480729493287,-6.35948176582178
385000000,31.1692894625416,-5.97315500964706
386000000,31.1780484521523,-5.631636801627
387000000,31.2099308238222,-5.31094263725233
388000000,31.2156622816974,-4.95507139800577
389000000,31.2714434084513,-4.59704682283561
390000000,31.2675780169741,-4.21270756152861
391000000,31.2824198752693,-3.88730909217254
392000000,31.3313318874342,-3.56936686828604
393000000,31.4219969051543,-3.19049303749451
394000000,31.4206237005046,-2.86969466404686
395000000,31.4041337700756,-2.4957141828322
396000000,31.4415480507437,-2.12986446709576
397000000,31.5178578065034,-1.84263367597644
398000000,31.5278085573344,-1.43876879769703
399000000,31.5312722898905,-1.15784251607718
400000000,31.5646616022404,-0.807539796679289
401000000,31.5954572651351,-0.391420258321769
402000000,31.597535393794,0.000602779170044498
403000000,31.6372344299033,0.30760745462906
404000000,31.6412413079825,0.742606111078291
405000000,31.6928905142818,1.11355356050417
406000000,31.750286931682,1.44077870821804
407000000,31.7964328101626,1.91424196427898
408000000,31.8514423856091,2.21354030211942
409000000,31.9155186453079,2.640316684485
410000000,32.0573034323651,3.00764988005288
