Freq_Hz_,S11_REAL,S11_IMAG
300000000,32.1253624009983,-35.7583511023413
301000000,32.0426034023369,-35.3642070578971
302000000,31.8004634050852,-34.9758121592642
303000000,31.722361692981,-34.6480929997193
304000000,31.6478776058749,-34.2934168535813
305000000,31.6116678194732,-33.9078652966701
306000000,31.4035525289975,-33.5541735561503
307000000,31.2820848269326,-33.1701999714941
308000000,31.1821108442058,-32.7783991495751
309000000,31.0893412383191,-32.434038110755
310000000,30.910569544774,-32.0648996414442
311000000,30.8607994797871,-31.5963149659403
312000000,30.7343662941845,-31.2337506550738
313000000,30.7286262751697,-30.8947193767573
314000000,30.5987904484018,-30.5008073821394
315000000,30.479420769201,-30.1385509445668
316000000,30.3838493008248,-29.7177689342114
317000000,30.2476776219539,-29.3918888353755
318000000,30.2315879877393,-28.9680662776025
319000000,30.1643031487527,-28.5376457741513
320000000,30.069958629542,-28.206834474225
321000000,30.004214429262,-27.8515316676165
322000000,29.9442757604791,-27.4571889735129
323000000,29.8779699349399,-27.0704904419296
324000000,29.8204189680217,-26.6415938973273
325000000,29.8733262936973,-26.2424423984287
326000000,29.701941191645,-25.9748346417782
327000000,29.6577379957698,-25.6266290074468
328000000,29.5761355289832,-25.2923278520345
329000000,29.513152682169,-24.8663606102811
330000000,29.4086611980774,-24.443217493732
331000000,29.3929314082981,-24.0796412754475
332000000,29.3454305655407,-23.6546405607219
333000000,29.2753215076502,-23.4019353077944
334000000,29.2073161288656,-22.985082968439
335000000,29.198441525846,-22.5620709174729
336000000,29.078434151901,-22.203676184944
337000000,29.0266196397973,-21.8049399639893
338000000,29.0109219349759,-21.4275766541365
339000000,28.9396920712582,-21.0803524146042
340000000,28.8342272322999,-20.6314236883084
341000000,28.7665609130202,-20.2180415482568
342000000,28.7727250269508,-19.7993618789494
343000000,28.7790482767243,-19.3648124440976
344000000,28.7975173659199,-18.9483192843342
345000000,28.7662856352434,-18.5673738882273
346000000,28.7816565040998,-18.1700743753231
347000000,28.8027852424809,-17.736268788979
348000000,28.8127167136872,-17.396737641146
349000000,28.8677444803318,-16.9575254639914
350000000,28.9098891871247,-16.4661638135157
351000000,29.0486138634051,-16.1754734386944
352000000,29.1286347236515,-15.8386432587158
353000000,29.2597127223711,-15.5861022910514
354000000,29.3152533883702,-15.3240661174827
355000000,29.257969765432,-15.0152463882385
356000000,29.3028658115393,-14.6554609595631
357000000,29.3264704737836,-14.3646633537438
358000000,29.3807206932952,-14.0881250646619
359000000,29.3875006761179,-13.82155233557
360000000,29.4242162686001,-13.5230412804956
361000000,29.4417915876741,-13.2873601985724
362000000,29.3720295854568,-12.9648433096257
363000000,29.3869425045522,-12.7540561962564
364000000,29.3802823453293,-12.3374905240983
365000000,29.3545334589807,-12.1285784307259
366000000,29.2947936177459,-11.8505171735583
367000000,29.3039046342004,-11.538720946217
368000000,29.2717528575019,-11.2182472885676
369000000,29.213304785275,-10.8621884159779
370000000,29.1917722028472,-10.5242206889804
371000000,29.1388393419216,-10.2194799379797
372000000,29.1264374378089,-9.89889750320197
373000000,29.1847949844346,-9.55701583859377
374000000,29.1494616616429,-9.26078458934558
375000000,29.1430174845354,-8.99888455518268
376000000,29.1274875686624,-8.65838107411735
377000000,29.1104058891929,-8.32288654464982
378000000,29.1077766776566,-8.0634406311872
379000000,29.1016005031303,-7.72214635102294
380000000,29.1000213873249,-7.41864777287223
381000000,29.095703152807,-7.11699328028574
382000000,29.0904750031517,-6.80118262165664
383000000,29.0309524673328,-6.42724908460617
384000000,29.1042629895732,-6.10713958299984
385000000,29.1031925718036,-5.78123832006357
386000000,29.0619175378741,-5.47690729265962
387000000,29.075170881159,-5.18315999892648
388000000,29.0451433665092,-4.80836823929461
389000000,29.0532150145769,-4.48000460153788
390000000,29.0309384836542,-4.16466852003585
391000000,29.0656554368422,-3.8673952110317
392000000,29.071208226366,-3.53127209380177
393000000,29.0589190479876,-3.1753952277729
394000000,29.0601046523543,-2.86197776914116
395000000,29.0747791052841,-2.50921684756682
396000000,29.0942282853006,-2.18790385032038
397000000,29.1378162335624,-1.8589547567734
398000000,29.1279304825339,-1.57650996273276
399000000,29.1189520912306,-1.26568444394657
400000000,29.1621935581311,-0.986066576814562
401000000,29.136799316406,-0.629047033380868
402000000,29.0918711325243,-0.275176042589102
403000000,29.1306207274773,0.0687187767967861
404000000,29.0683267407991,0.39556490861358
405000000,29.1662938099278,0.77957845077946
406000000,29.2332778262982,1.10519923096796
407000000,29.2416098960111,1.50622339216639
408000000,29.2833875305649,1.81405228387983
409000000,29.2865110550473,2.14776370921935
410000000,29.376546382536,2.45559525579761
411000000,29.3914765026841,2.78377391608067
412000000,29.4058505887039,3.10685330161451
413000000,29.4633451337636,3.44920673199928
414000000,29.5007633021707,3.76361450250793
415000000,29.4984844202788,4.10696879193205
416000000,29.5998204022251,4.42434956799007
417000000,29.6222271771296,4.74159079734603
418000000,29.6535824663818,5.01076318312049
419000000,29.688466119334,5.39115327417219
420000000,29.6800695894198,5.73145059050703
421000000,29.7647228666614,6.04470058024757
422000000,29.83147177867,6.39275232423805
423000000,29.8029758952107,6.66224764034288
424000000,29.8564535294821,6.97483609374898
425000000,29.8486631760097,7.28903258019231
426000000,29.8945206651802,7.68819993229051
427000000,29.9215340531824,7.92648296897527
428000000,29.9561692066698,8.31517338786956
429000000,29.9746357356411,8.65180170572525
430000000,29.9945365666592,9.0198130469651
431000000,30.0755010183639,9.42761135318107
432000000,30.1179388005431,9.66479789926388
433000000,30.1970609685199,10.0283960690978
434000000,30.215041848811,10.3994686656631
435000000,30.2887641850935,10.712294639076
436000000,30.3917964437452,11.0035433537553
437000000,30.4058907464819,11.355491190724
438000000,30.4888524876917,11.7168764491772
439000000,30.5377160439807,12.0585816570332
440000000,30.5774553403167,12.3427941116292
441000000,30.6419658810628,12.6954459529744
442000000,30.6736675209999,13.0591777863003
443000000,30.7166892566492,13.3744280628581
444000000,30.7668667906829,13.7278707215199
445000000,30.9089034773697,14.0703618733705
446000000,30.9162267111755,14.3788549128934
447000000,30.9758949146714,14.7490860466139
448000000,31.0242852980694,15.0686595960258
449000000,31.0980339523423,15.4052389045579
450000000,31.1362565231522,15.7184234750846
451000000,31.2030418391736,16.0700018960059
452000000,31.3043919529909,16.4187576518051
453000000,31.3930506123715,16.752080905406
454000000,31.438597850232,17.0816899959056
455000000,31.5283202667553,17.4587551225569
456000000,31.6099465033385,17.7728816944857
457000000,31.7254492706947,18.1015754870097
458000000,31.7605071112446,18.3702813353207
459000000,31.7876695929346,18.7340563806334
460000000,31.8954108452107,19.067644696449
461000000,31.8836249929607,19.4250204918923
462000000,32.0111375375771,19.7383610467635
463000000,32.0561672878308,20.0801264849449
464000000,32.1415078547413,20.4347760525676
465000000,32.2050530037048,20.8127146192533
466000000,32.27251433503,21.1288606724723
467000000,32.4117544281189,21.4758499223207
468000000,32.4844652500536,21.8116908646689
469000000,32.5822509125573,22.2534815787086
470000000,32.6945347965284,22.5870475659197
471000000,32.7421807030194,22.9282793263104
472000000,32.8299878454315,23.2894552195921
473000000,32.9426567769339,23.6108788122426
474000000,33.0600827574119,23.9639679680737
475000000,33.1343307484157,24.2781619973367
476000000,33.198320326948,24.6575636887132
477000000,33.3651040507379,24.9901916005089
478000000,33.4773307549712,25.2966817033347
479000000,33.5591961858333,25.6622726302343
480000000,33.6322300938633,26.0668186810858
481000000,33.752495224078,26.3948919282961
482000000,33.8779587024952,26.7682586175293
483000000,33.960837729705,27.0784527950341
484000000,34.077163414061,27.4733223377636
485000000,34.2988661571921,27.7988900052657
486000000,34.3446286479526,28.1668662296992
487000000,34.4286875299434,28.4994990585062
488000000,34.5902912790622,28.8508127144846
489000000,34.7775975039333,29.1655122872792
490000000,34.8424849099753,29.5043200045599
491000000,34.9241641064978,29.8512133718633
492000000,35.0468751021254,30.2006149243915
493000000,35.1864562840538,30.5637572400365
494000000,35.3946518409639,30.8584271180296
495000000,35.510371940208,31.2589073934093
496000000,35.626563960692,31.563031437216
497000000,35.729692609125,31.9372603926939
498000000,35.7970675065776,32.2257538241365
499000000,35.9161583986062,32.5616692241771
500000000,35.9754865005204,33.0057395234189
