Freq_Hz_,S11_REAL,S11_IMAG
300000000,30.4027176897766,-38.9546817742816
301000000,30.3117887439883,-38.5763711193846
302000000,30.0958223460903,-38.1215426594967
303000000,30.0231557123182,-37.7508017681172
304000000,29.9766624533372,-37.3815648928504
305000000,29.8797580186333,-37.0300086913275
306000000,29.7260149871996,-36.696418449017
307000000,29.6469856103431,-36.2864015087072
308000000,29.5588572942441,-35.8570728427563
309000000,29.4813901867263,-35.5619022987242
310000000,29.3345696692435,-35.1733232225875
311000000,29.2948710591877,-34.750274992888
312000000,29.1627026634311,-34.4079165461193
313000000,29.1101289641771,-34.0454378081283
314000000,29.0301681341562,-33.6730025210937
315000000,28.9022773911961,-33.2829824675489
316000000,28.8545061737729,-32.8866569725944
317000000,28.6885165003041,-32.5043761732806
318000000,28.6824632384599,-32.1250996275543
319000000,28.5734917857095,-31.6602051998776
320000000,28.579339796416,-31.2855415828192
321000000,28.4340831446594,-30.9698230638307
322000000,28.3505898116083,-30.6225546089114
323000000,28.3406426351096,-30.2354773697849
324000000,28.2640807168296,-29.8159416504723
325000000,28.2619917719556,-29.4123737540869
326000000,28.0948643336375,-29.1538238589397
327000000,28.0424946453379,-28.7978463334746
328000000,27.9677379985628,-28.4227384503782
329000000,27.912736928353,-28.0051483006847
330000000,27.8140398635236,-27.5767884239749
331000000,27.8053800719374,-27.2429029633528
332000000,27.7098138929784,-26.8027241164803
333000000,27.6890272524123,-26.5004430506445
334000000,27.6406971079429,-26.1144394784695
335000000,27.6198748741095,-25.6279388848313
336000000,27.4966577406107,-25.3068142499837
337000000,27.4509914450378,-24.9844540157506
338000000,27.4233069346054,-24.5470219599321
339000000,27.3699732775012,-24.1686009572605
340000000,27.2660686155031,-23.7922450142086
341000000,27.2411499842606,-23.3800000531199
342000000,27.1787040487082,-22.9212624464729
343000000,27.2128732896301,-22.4767292823384
344000000,27.2497608683191,-22.1276922590741
345000000,27.1622380841082,-21.7287910357885
346000000,27.1523099070493,-21.3435013490324
347000000,27.191635268317,-20.8794478125873
348000000,27.1808771068839,-20.5604765834153
349000000,27.1968201183454,-20.088521585834
350000000,27.2632322646015,-19.6462014882253
351000000,27.3774950789573,-19.2975702255102
352000000,27.5018787960593,-18.981208977939
353000000,27.5100024992836,-18.7746297301689
354000000,27.5571297943996,-18.4871566560869
355000000,27.4794523679597,-18.1072743210613
356000000,27.4828653411694,-17.7911731457873
357000000,27.5273519426157,-17.4462649531915
358000000,27.5837715012811,-17.0836213887499
359000000,27.5781771777577,-16.8515852113427
360000000,27.6014410903672,-16.5697747269699
361000000,27.6284948697279,-16.2925926851162
362000000,27.5488920376406,-15.9727999091634
363000000,27.6030053735714,-15.716275806511
364000000,27.5793063889104,-15.3061022831826
365000000,27.6268930625411,-15.0444128652414
366000000,27.5322633276628,-14.7653281794966
367000000,27.5382313018944,-14.3921529812444
368000000,27.5088384893355,-14.0713706072079
369000000,27.4179805781022,-13.7594737293368
370000000,27.4350451484498,-13.4186783160234
371000000,27.4012837895292,-13.1481587666465
372000000,27.3718364466463,-12.7602478255019
373000000,27.4453022279542,-12.4508866546129
374000000,27.4129416596521,-12.1227396378935
375000000,27.3918761024326,-11.8253565677783
376000000,27.370259465125,-11.5421111010846
377000000,27.3575025356313,-11.2240039483138
378000000,27.3736117575177,-10.9087658985251
379000000,27.3412445988072,-10.5724996374509
380000000,27.2844747673835,-10.2408729417383
381000000,27.3145370090769,-9.9168010756514
382000000,27.310464385613,-9.57996583319797
383000000,27.2656033616554,-9.26041215193632
384000000,27.2621130705054,-8.91708319080645
385000000,27.281265539972,-8.55611281862533
386000000,27.2587597301332,-8.23921806724945
387000000,27.2566747923331,-7.92630780717723
388000000,27.2268790500518,-7.57121497716297
389000000,27.2101074755973,-7.23237846495213
390000000,27.2083312580512,-6.89772787172338
391000000,27.2124272077372,-6.52751431053857
392000000,27.2561257524573,-6.18041875876044
393000000,27.2759554521945,-5.86340129492742
394000000,27.2932589092469,-5.56827620687244
395000000,27.2797723905288,-5.24380224734126
396000000,27.2888065060364,-4.89076979771125
397000000,27.306321379903,-4.55462971597893
398000000,27.2795017708287,-4.24146838205642
399000000,27.2997718952751,-3.8757102749746
400000000,27.3100991981447,-3.55489720629124
401000000,27.2750155619819,-3.2028696049541
402000000,27.2920544985432,-2.83039454746107
403000000,27.3356538232176,-2.49938187574499
404000000,27.301863093066,-2.15877663718039
405000000,27.3442335582064,-1.7894252048921
406000000,27.375166279656,-1.4344391494912
